time,n,URef,J,KT,10KQ,eta0
0.0192258,2.515000e+01,-5.111128e+00,8.937795e-01,2.171264e-01,5.208370e-01,5.930090e-01
0.0192581,2.515000e+01,-5.111172e+00,8.937874e-01,2.172821e-01,5.210378e-01,5.932106e-01
0.0192903,2.515000e+01,-5.111220e+00,8.937954e-01,2.177795e-01,5.219233e-01,5.935654e-01
0.0193226,2.515000e+01,-5.111238e+00,8.937989e-01,2.172389e-01,5.222048e-01,5.917748e-01
0.0193548,2.515000e+01,-5.111246e+00,8.937998e-01,2.168742e-01,5.218700e-01,5.911613e-01
0.0193871,2.515000e+01,-5.111232e+00,8.937971e-01,2.165258e-01,5.222441e-01,5.897874e-01
0.0194194,2.515000e+01,-5.111203e+00,8.937927e-01,2.167355e-01,5.232624e-01,5.892063e-01
0.0194516,2.515000e+01,-5.111218e+00,8.937954e-01,2.175334e-01,5.222849e-01,5.924840e-01
0.0194839,2.515000e+01,-5.111264e+00,8.938033e-01,2.182224e-01,5.220009e-01,5.946892e-01
0.0195161,2.515000e+01,-5.111308e+00,8.938112e-01,2.183558e-01,5.224521e-01,5.945440e-01
0.0195484,2.515000e+01,-5.111268e+00,8.938041e-01,2.165017e-01,5.227863e-01,5.891141e-01
0.0195806,2.515000e+01,-5.111234e+00,8.937980e-01,2.162141e-01,5.216714e-01,5.895849e-01
0.0196129,2.515000e+01,-5.111223e+00,8.937962e-01,2.167558e-01,5.216062e-01,5.911349e-01
0.0196452,2.515000e+01,-5.111254e+00,8.938015e-01,2.179753e-01,5.220271e-01,5.939848e-01
0.0196774,2.515000e+01,-5.111263e+00,8.938033e-01,2.180304e-01,5.232229e-01,5.927782e-01
0.0197097,2.515000e+01,-5.111258e+00,8.938024e-01,2.179629e-01,5.238049e-01,5.919357e-01
0.0197419,2.515000e+01,-5.111239e+00,8.937989e-01,2.176899e-01,5.238004e-01,5.911974e-01
0.0197742,2.515000e+01,-5.111211e+00,8.937936e-01,2.174965e-01,5.238612e-01,5.906001e-01
0.0198065,2.515000e+01,-5.111235e+00,8.937980e-01,2.177833e-01,5.215681e-01,5.939819e-01
0.0198387,2.515000e+01,-5.111302e+00,8.938094e-01,2.186851e-01,5.212373e-01,5.968278e-01
0.019871,2.515000e+01,-5.111365e+00,8.938209e-01,2.190117e-01,5.222561e-01,5.965605e-01
0.0199032,2.515000e+01,-5.111344e+00,8.938173e-01,2.175484e-01,5.239003e-01,5.907125e-01
0.0199355,2.515000e+01,-5.111271e+00,8.938041e-01,2.159865e-01,5.233691e-01,5.870581e-01
0.0199677,2.515000e+01,-5.111217e+00,8.937954e-01,2.162919e-01,5.230106e-01,5.882849e-01
0.02,2.515000e+01,-5.111236e+00,8.937980e-01,2.181528e-01,5.232242e-01,5.931063e-01
0.0200323,2.515000e+01,-5.111269e+00,8.938041e-01,2.186388e-01,5.239068e-01,5.936570e-01
0.0200645,2.515000e+01,-5.111282e+00,8.938059e-01,2.182178e-01,5.238559e-01,5.925731e-01
0.0200968,2.515000e+01,-5.111266e+00,8.938033e-01,2.176647e-01,5.241511e-01,5.907364e-01
0.020129,2.515000e+01,-5.111253e+00,8.938015e-01,2.176316e-01,5.240872e-01,5.907171e-01
0.0201613,2.515000e+01,-5.111273e+00,8.938050e-01,2.179030e-01,5.230109e-01,5.926730e-01
0.0201935,2.515000e+01,-5.111328e+00,8.938147e-01,2.185970e-01,5.226833e-01,5.949397e-01
0.0202258,2.515000e+01,-5.111374e+00,8.938226e-01,2.185759e-01,5.231286e-01,5.943815e-01
0.0202581,2.515000e+01,-5.111390e+00,8.938253e-01,2.184656e-01,5.245789e-01,5.924409e-01
0.0202903,2.515000e+01,-5.111360e+00,8.938200e-01,2.174682e-01,5.248228e-01,5.894587e-01
0.0203226,2.515000e+01,-5.111345e+00,8.938173e-01,2.177463e-01,5.249849e-01,5.900286e-01
0.0203548,2.515000e+01,-5.111342e+00,8.938165e-01,2.182154e-01,5.254486e-01,5.907774e-01
0.0203871,2.515000e+01,-5.111380e+00,8.938235e-01,2.189091e-01,5.246106e-01,5.936065e-01
0.0204194,2.515000e+01,-5.111443e+00,8.938341e-01,2.191180e-01,5.232750e-01,5.956969e-01
0.0204516,2.515000e+01,-5.111486e+00,8.938420e-01,2.187072e-01,5.231697e-01,5.947046e-01
0.0204839,2.515000e+01,-5.111474e+00,8.938402e-01,2.182422e-01,5.250027e-01,5.913671e-01
0.0205161,2.515000e+01,-5.111464e+00,8.938385e-01,2.185633e-01,5.252791e-01,5.919243e-01
0.0205484,2.515000e+01,-5.111467e+00,8.938385e-01,2.187506e-01,5.248562e-01,5.929092e-01
0.0205806,2.515000e+01,-5.111458e+00,8.938367e-01,2.184331e-01,5.245208e-01,5.924264e-01
0.0206129,2.515000e+01,-5.111429e+00,8.938323e-01,2.183839e-01,5.254267e-01,5.912681e-01
0.0206452,2.515000e+01,-5.111404e+00,8.938279e-01,2.185062e-01,5.253045e-01,5.917339e-01
0.0206774,2.515000e+01,-5.111398e+00,8.938261e-01,2.189265e-01,5.252532e-01,5.929293e-01
0.0207097,2.515000e+01,-5.111384e+00,8.938244e-01,2.190254e-01,5.258550e-01,5.925169e-01
0.0207419,2.515000e+01,-5.111362e+00,8.938200e-01,2.187989e-01,5.256783e-01,5.921004e-01
0.0207742,2.515000e+01,-5.111345e+00,8.938173e-01,2.187944e-01,5.249959e-01,5.928561e-01
0.0208065,2.515000e+01,-5.111319e+00,8.938129e-01,2.185608e-01,5.247608e-01,5.924851e-01
