time,n,U_aval,J,KT,10KQ,eta0,tours,angle_deg
192,2.51500000e+01,-5.09933682e+00,8.743465e-01,2.213276e-01,5.195130e-01,5.928473e-01,,
193,2.51500000e+01,-5.09934002e+00,8.743465e-01,2.213048e-01,5.194905e-01,5.928121e-01,,
194,2.51500000e+01,-5.09933858e+00,8.743465e-01,2.212931e-01,5.194797e-01,5.927928e-01,,
195,2.51500000e+01,-5.09933331e+00,8.743465e-01,2.213101e-01,5.194976e-01,5.928181e-01,,
196,2.51500000e+01,-5.09933184e+00,8.743465e-01,2.213263e-01,5.195171e-01,5.928392e-01,,
197,2.51500000e+01,-5.09933961e+00,8.743465e-01,2.213164e-01,5.195101e-01,5.928207e-01,,
198,2.51500000e+01,-5.09934359e+00,8.743465e-01,2.212949e-01,5.194838e-01,5.927932e-01,,
199,2.51500000e+01,-5.09933874e+00,8.743465e-01,2.212980e-01,5.194786e-01,5.928073e-01,,
200,2.51500000e+01,-5.09933112e+00,8.743465e-01,2.213250e-01,5.195046e-01,5.928498e-01,,
201,2.51500000e+01,-5.09933446e+00,8.743465e-01,2.213293e-01,5.195161e-01,5.928484e-01,,
202,2.51500000e+01,-5.09934028e+00,8.743465e-01,2.213035e-01,5.194957e-01,5.928024e-01,,
203,2.51500000e+01,-5.09934306e+00,8.743465e-01,2.212887e-01,5.194798e-01,5.927809e-01,,
204,2.51500000e+01,-5.09934024e+00,8.743465e-01,2.213024e-01,5.194914e-01,5.928044e-01,,
205,2.51500000e+01,-5.09933433e+00,8.743465e-01,2.213254e-01,5.195136e-01,5.928407e-01,,
206,2.51500000e+01,-5.09933911e+00,8.743465e-01,2.213227e-01,5.195105e-01,5.928370e-01,,
207,2.51500000e+01,-5.09934294e+00,8.743465e-01,2.213039e-01,5.194891e-01,5.928112e-01,,
208,2.51500000e+01,-5.09934100e+00,8.743465e-01,2.212961e-01,5.194810e-01,5.927994e-01,,
209,2.51500000e+01,-5.09933651e+00,8.743465e-01,2.213147e-01,5.195028e-01,5.928245e-01,,
210,2.51500000e+01,-5.09933605e+00,8.743465e-01,2.213270e-01,5.195182e-01,5.928398e-01,,
211,2.51500000e+01,-5.09934236e+00,8.743465e-01,2.213132e-01,5.195084e-01,5.928140e-01,,
212,2.51500000e+01,-5.09934734e+00,8.743465e-01,2.212922e-01,5.194840e-01,5.927855e-01,,
213,2.51500000e+01,-5.09934480e+00,8.743465e-01,2.212994e-01,5.194842e-01,5.928047e-01,,
