time,n,URef,J,KT,10KQ,eta0,tours,angle_deg
0.00654839,2.515000e+01,-5.011848e+00,8.764183e-01,2.573465e-01,5.932799e-01,6.050484e-01,0.164669,59.2808
0.00658065,2.515000e+01,-5.012038e+00,8.764516e-01,2.569685e-01,5.923490e-01,6.051320e-01,0.165480,59.5729
0.0066129,2.515000e+01,-5.012229e+00,8.764851e-01,2.568450e-01,5.922595e-01,6.049557e-01,0.166291,59.8648
0.00664516,2.515000e+01,-5.012422e+00,8.765187e-01,2.570178e-01,5.924211e-01,6.052212e-01,0.167102,60.1569
0.00667742,2.515000e+01,-5.012617e+00,8.765529e-01,2.571192e-01,5.925454e-01,6.053562e-01,0.167914,60.4489
0.00670968,2.515000e+01,-5.012809e+00,8.765864e-01,2.567584e-01,5.920968e-01,6.049879e-01,0.168725,60.7409
0.00674194,2.515000e+01,-5.012998e+00,8.766195e-01,2.563314e-01,5.914397e-01,6.046756e-01,0.169536,61.0330
0.00677419,2.515000e+01,-5.013180e+00,8.766512e-01,2.556829e-01,5.906673e-01,6.039565e-01,0.170347,61.3249
0.00680645,2.515000e+01,-5.013360e+00,8.766828e-01,2.549561e-01,5.896101e-01,6.033411e-01,0.171158,61.6170
0.00683871,2.515000e+01,-5.013543e+00,8.767147e-01,2.550583e-01,5.897991e-01,6.034119e-01,0.171969,61.9090
0.00687097,2.515000e+01,-5.013731e+00,8.767477e-01,2.553276e-01,5.900002e-01,6.038656e-01,0.172781,62.2011
0.00690323,2.515000e+01,-5.013928e+00,8.767821e-01,2.556647e-01,5.902140e-01,6.044674e-01,0.173592,62.4931
0.00693548,2.515000e+01,-5.014123e+00,8.768161e-01,2.551371e-01,5.894579e-01,6.040175e-01,0.174403,62.7850
0.00696774,2.515000e+01,-5.014321e+00,8.768508e-01,2.547054e-01,5.885971e-01,6.039009e-01,0.175214,63.0771
0.007,2.515000e+01,-5.014518e+00,8.768852e-01,2.543677e-01,5.881143e-01,6.036192e-01,0.176025,63.3691
0.00703226,2.515000e+01,-5.014708e+00,8.769184e-01,2.540819e-01,5.878547e-01,6.032302e-01,0.176837,63.6612
0.00706452,2.515000e+01,-5.014897e+00,8.769516e-01,2.540805e-01,5.878768e-01,6.032268e-01,0.177648,63.9532
0.00709677,2.515000e+01,-5.015087e+00,8.769847e-01,2.541168e-01,5.879163e-01,6.032954e-01,0.178459,64.2452
0.00712903,2.515000e+01,-5.015282e+00,8.770189e-01,2.537976e-01,5.871323e-01,6.033659e-01,0.179270,64.5372
0.00716129,2.515000e+01,-5.015498e+00,8.770565e-01,2.530987e-01,5.853011e-01,6.036124e-01,0.180081,64.8292
0.00719355,2.515000e+01,-5.015705e+00,8.770929e-01,2.527167e-01,5.850821e-01,6.029521e-01,0.180892,65.1213
0.00722581,2.515000e+01,-5.015887e+00,8.771247e-01,2.522861e-01,5.854096e-01,6.016099e-01,0.181704,65.4133
0.00725806,2.515000e+01,-5.016067e+00,8.771560e-01,2.526094e-01,5.859745e-01,6.018212e-01,0.182515,65.7053
0.00729032,2.515000e+01,-5.016250e+00,8.771881e-01,2.524924e-01,5.856834e-01,6.018640e-01,0.183326,65.9973
0.00732258,2.515000e+01,-5.016453e+00,8.772237e-01,2.526105e-01,5.850710e-01,6.027999e-01,0.184137,66.2894
0.00735484,2.515000e+01,-5.016663e+00,8.772604e-01,2.524660e-01,5.844987e-01,6.030707e-01,0.184948,66.5814
0.0073871,2.515000e+01,-5.016860e+00,8.772948e-01,2.517058e-01,5.838427e-01,6.019540e-01,0.185760,66.8734
0.00741935,2.515000e+01,-5.017053e+00,8.773285e-01,2.514588e-01,5.835994e-01,6.016365e-01,0.186571,67.1654
0.00745161,2.515000e+01,-5.017231e+00,8.773596e-01,2.510499e-01,5.835026e-01,6.007795e-01,0.187382,67.4574
0.00748387,2.515000e+01,-5.017421e+00,8.773928e-01,2.511127e-01,5.830861e-01,6.013818e-01,0.188193,67.7495
0.00751613,2.515000e+01,-5.017624e+00,8.774284e-01,2.510157e-01,5.825770e-01,6.016993e-01,0.189004,68.0415
0.00754839,2.515000e+01,-5.017835e+00,8.774653e-01,2.508669e-01,5.821726e-01,6.017854e-01,0.189815,68.3336
0.00758065,2.515000e+01,-5.018040e+00,8.775011e-01,2.506710e-01,5.820036e-01,6.015146e-01,0.190627,68.6256
0.0076129,2.515000e+01,-5.018227e+00,8.775338e-01,2.506199e-01,5.824938e-01,6.009087e-01,0.191438,68.9176
0.00764516,2.515000e+01,-5.018421e+00,8.775678e-01,2.504242e-01,5.818014e-01,6.011769e-01,0.192249,69.2096
0.00767742,2.515000e+01,-5.018618e+00,8.776023e-01,2.501806e-01,5.813486e-01,6.010838e-01,0.193060,69.5016
0.00770968,2.515000e+01,-5.018815e+00,8.776366e-01,2.499520e-01,5.809611e-01,6.009583e-01,0.193871,69.7937
0.00774194,2.515000e+01,-5.019025e+00,8.776734e-01,2.496989e-01,5.799233e-01,6.014493e-01,0.194683,70.0857
0.00777419,2.515000e+01,-5.019246e+00,8.777120e-01,2.493443e-01,5.789166e-01,6.016663e-01,0.195494,70.3777
0.00780645,2.515000e+01,-5.019454e+00,8.777483e-01,2.488190e-01,5.787266e-01,6.006203e-01,0.196305,70.6697
0.00783871,2.515000e+01,-5.019650e+00,8.777827e-01,2.486616e-01,5.788656e-01,6.001204e-01,0.197116,70.9617
0.00787097,2.515000e+01,-5.019848e+00,8.778173e-01,2.488475e-01,5.792573e-01,6.001862e-01,0.197927,71.2538
0.00790323,2.515000e+01,-5.020047e+00,8.778521e-01,2.487822e-01,5.790872e-01,6.002288e-01,0.198738,71.5458
0.00793548,2.515000e+01,-5.020235e+00,8.778849e-01,2.484735e-01,5.791099e-01,5.994830e-01,0.199549,71.8378
0.00796774,2.515000e+01,-5.020436e+00,8.779202e-01,2.480677e-01,5.776620e-01,6.000282e-01,0.200361,72.1298
0.008,2.515000e+01,-5.020650e+00,8.779576e-01,2.480242e-01,5.771328e-01,6.004985e-01,0.201172,72.4219
0.00803226,2.515000e+01,-5.020862e+00,8.779947e-01,2.478352e-01,5.769201e-01,6.002874e-01,0.201983,72.7139
0.00806452,2.515000e+01,-5.021057e+00,8.780287e-01,2.473397e-01,5.768627e-01,5.991704e-01,0.202794,73.0059
0.00809677,2.515000e+01,-5.021256e+00,8.780635e-01,2.474122e-01,5.768496e-01,5.993833e-01,0.203605,73.2979
0.00812903,2.515000e+01,-5.021473e+00,8.781015e-01,2.475395e-01,5.764921e-01,6.000895e-01,0.204416,73.5899
0.00816129,2.515000e+01,-5.021694e+00,8.781401e-01,2.472024e-01,5.758013e-01,6.000175e-01,0.205228,73.8820
0.00819355,2.515000e+01,-5.021898e+00,8.781758e-01,2.469925e-01,5.760403e-01,5.992840e-01,0.206039,74.1740
0.0220323,2.515000e+01,-5.109894e+00,8.935631e-01,2.154768e-01,5.301127e-01,5.780667e-01,0.554035,199.4525
0.0220645,2.515000e+01,-5.109751e+00,8.935385e-01,2.154751e-01,5.299837e-01,5.781864e-01,0.554845,199.7440
0.0220968,2.515000e+01,-5.109600e+00,8.935121e-01,2.154555e-01,5.303654e-01,5.777006e-01,0.555657,200.0364
0.022129,2.515000e+01,-5.109432e+00,8.934831e-01,2.152375e-01,5.310636e-01,5.763388e-01,0.556466,200.3279
0.0221613,2.515000e+01,-5.109266e+00,8.934541e-01,2.154539e-01,5.317144e-01,5.761934e-01,0.557279,200.6203
0.0221935,2.515000e+01,-5.109106e+00,8.934259e-01,2.154106e-01,5.315517e-01,5.762360e-01,0.558088,200.9118
0.0222258,2.515000e+01,-5.108953e+00,8.933987e-01,2.154130e-01,5.315011e-01,5.762799e-01,0.558901,201.2042
0.0222581,2.515000e+01,-5.108823e+00,8.933767e-01,2.156062e-01,5.309641e-01,5.773650e-01,0.559713,201.4966
0.0222903,2.515000e+01,-5.108726e+00,8.933591e-01,2.158910e-01,5.301317e-01,5.790249e-01,0.560523,201.7881
0.0223226,2.515000e+01,-5.108635e+00,8.933432e-01,2.159442e-01,5.301764e-01,5.791084e-01,0.561335,202.0805
0.0223548,2.515000e+01,-5.108526e+00,8.933248e-01,2.158442e-01,5.312911e-01,5.776133e-01,0.562145,202.3720
0.0223871,2.515000e+01,-5.108406e+00,8.933037e-01,2.154952e-01,5.316459e-01,5.762810e-01,0.562957,202.6644
0.0224194,2.515000e+01,-5.108292e+00,8.932834e-01,2.154549e-01,5.315706e-01,5.762420e-01,0.563769,202.9568
0.0224516,2.515000e+01,-5.108188e+00,8.932650e-01,2.153975e-01,5.311136e-01,5.765725e-01,0.564579,203.2483
0.0224839,2.515000e+01,-5.108098e+00,8.932491e-01,2.155951e-01,5.311584e-01,5.770423e-01,0.565391,203.5407
0.0225161,2.515000e+01,-5.108011e+00,8.932342e-01,2.158132e-01,5.318597e-01,5.768548e-01,0.566201,203.8322
0.0225484,2.515000e+01,-5.107931e+00,8.932201e-01,2.157274e-01,5.317291e-01,5.767582e-01,0.567013,204.1246
0.0225806,2.515000e+01,-5.107853e+00,8.932069e-01,2.156101e-01,5.318139e-01,5.763438e-01,0.567823,204.4161
0.0226129,2.515000e+01,-5.107781e+00,8.931937e-01,2.153661e-01,5.312384e-01,5.763068e-01,0.568635,204.7085
0.0226452,2.515000e+01,-5.107737e+00,8.931867e-01,2.156358e-01,5.304729e-01,5.778560e-01,0.569447,205.0010
0.0226774,2.515000e+01,-5.107708e+00,8.931814e-01,2.158016e-01,5.303460e-01,5.784359e-01,0.570257,205.2925
0.0227097,2.515000e+01,-5.107666e+00,8.931744e-01,2.157324e-01,5.313105e-01,5.771956e-01,0.571069,205.5849
0.0227419,2.515000e+01,-5.107586e+00,8.931603e-01,2.151073e-01,5.327195e-01,5.739921e-01,0.571879,205.8764
0.0227742,2.515000e+01,-5.107516e+00,8.931480e-01,2.150167e-01,5.324562e-01,5.740259e-01,0.572691,206.1688
0.0228065,2.515000e+01,-5.107480e+00,8.931418e-01,2.153877e-01,5.318607e-01,5.756564e-01,0.573503,206.4612
0.0228387,2.515000e+01,-5.107469e+00,8.931392e-01,2.155147e-01,5.313169e-01,5.765843e-01,0.574313,206.7527
0.022871,2.515000e+01,-5.107480e+00,8.931418e-01,2.158380e-01,5.312526e-01,5.775204e-01,0.575125,207.0451
0.0229032,2.515000e+01,-5.107474e+00,8.931401e-01,2.156996e-01,5.318523e-01,5.764987e-01,0.575935,207.3366
0.0229355,2.515000e+01,-5.107480e+00,8.931418e-01,2.158416e-01,5.320119e-01,5.767055e-01,0.576747,207.6290
0.0229677,2.515000e+01,-5.107483e+00,8.931418e-01,2.157957e-01,5.325368e-01,5.760150e-01,0.577557,207.9205
0.023,2.515000e+01,-5.107512e+00,8.931471e-01,2.157873e-01,5.315812e-01,5.770314e-01,0.578369,208.2129
0.0230323,2.515000e+01,-5.107542e+00,8.931524e-01,2.155802e-01,5.313016e-01,5.767843e-01,0.579181,208.5053
0.0230645,2.515000e+01,-5.107569e+00,8.931568e-01,2.154527e-01,5.314027e-01,5.763369e-01,0.579991,208.7968
0.0230968,2.515000e+01,-5.107572e+00,8.931576e-01,2.152181e-01,5.324557e-01,5.745706e-01,0.580803,209.0892
0.023129,2.515000e+01,-5.107586e+00,8.931603e-01,2.154519e-01,5.326710e-01,5.749639e-01,0.581613,209.3807
0.0231613,2.515000e+01,-5.107622e+00,8.931664e-01,2.157292e-01,5.323488e-01,5.760563e-01,0.582425,209.6731
0.0231935,2.515000e+01,-5.107674e+00,8.931752e-01,2.160637e-01,5.323688e-01,5.769338e-01,0.583235,209.9646
0.0232258,2.515000e+01,-5.107752e+00,8.931893e-01,2.164316e-01,5.318908e-01,5.784445e-01,0.584047,210.2570
0.0232581,2.515000e+01,-5.107818e+00,8.932007e-01,2.159856e-01,5.316501e-01,5.775215e-01,0.584859,210.5494
0.0232903,2.515000e+01,-5.107881e+00,8.932113e-01,2.157688e-01,5.315833e-01,5.770213e-01,0.585669,210.8409
0.0233226,2.515000e+01,-5.107906e+00,8.932157e-01,2.152335e-01,5.327827e-01,5.742969e-01,0.586481,211.1333
0.0233548,2.515000e+01,-5.107936e+00,8.932210e-01,2.154380e-01,5.328680e-01,5.747540e-01,0.587291,211.4248
0.0233871,2.515000e+01,-5.107987e+00,8.932298e-01,2.157027e-01,5.324399e-01,5.759280e-01,0.588103,211.7172
0.0234194,2.515000e+01,-5.108026e+00,8.932368e-01,2.153782e-01,5.323962e-01,5.751136e-01,0.588915,212.0096
0.0234516,2.515000e+01,-5.108057e+00,8.932421e-01,2.151748e-01,5.325426e-01,5.744161e-01,0.589725,212.3011
0.0234839,2.515000e+01,-5.108117e+00,8.932526e-01,2.157521e-01,5.326131e-01,5.758875e-01,0.590537,212.5935
0.0235161,2.515000e+01,-5.108197e+00,8.932667e-01,2.157338e-01,5.319371e-01,5.765794e-01,0.591347,212.8850
0.0235484,2.515000e+01,-5.108261e+00,8.932782e-01,2.153066e-01,5.320829e-01,5.752875e-01,0.592159,213.1774
0.0235806,2.515000e+01,-5.108311e+00,8.932869e-01,2.151742e-01,5.327337e-01,5.742367e-01,0.592969,213.4689
0.0236129,2.515000e+01,-5.108398e+00,8.933019e-01,2.157875e-01,5.321635e-01,5.765004e-01,0.593781,213.7613
0.0236452,2.515000e+01,-5.108514e+00,8.933221e-01,2.162977e-01,5.320871e-01,5.779596e-01,0.594594,214.0537
0.0236774,2.515000e+01,-5.108613e+00,8.933397e-01,2.159584e-01,5.326579e-01,5.764460e-01,0.595403,214.3452
0.0237097,2.515000e+01,-5.108690e+00,8.933529e-01,2.151553e-01,5.327358e-01,5.742269e-01,0.596216,214.6376
0.0237419,2.515000e+01,-5.108778e+00,8.933688e-01,2.155113e-01,5.326110e-01,5.753213e-01,0.597025,214.9291
0.0237742,2.515000e+01,-5.108876e+00,8.933855e-01,2.153374e-01,5.319144e-01,5.756215e-01,0.597837,215.2215
0.0238065,2.515000e+01,-5.108982e+00,8.934039e-01,2.155514e-01,5.321656e-01,5.759336e-01,0.598650,215.5139
0.0238387,2.515000e+01,-5.109103e+00,8.934250e-01,2.158786e-01,5.323772e-01,5.765920e-01,0.599459,215.8054
0.023871,2.515000e+01,-5.109250e+00,8.934506e-01,2.160784e-01,5.321524e-01,5.773856e-01,0.600272,216.0978
0.0239032,2.515000e+01,-5.109376e+00,8.934734e-01,2.156388e-01,5.322946e-01,5.760717e-01,0.601081,216.3893
0.0239355,2.515000e+01,-5.109455e+00,8.934866e-01,2.144966e-01,5.323988e-01,5.729171e-01,0.601894,216.6817
0.0239677,2.515000e+01,-5.109552e+00,8.935042e-01,2.147009e-01,5.320682e-01,5.738301e-01,0.602703,216.9732
0.024,2.515000e+01,-5.109682e+00,8.935262e-01,2.152922e-01,5.320640e-01,5.754291e-01,0.603516,217.2656
0.0240323,2.515000e+01,-5.109837e+00,8.935535e-01,2.155170e-01,5.315633e-01,5.765903e-01,0.604328,217.5580
0.0240645,2.515000e+01,-5.109964e+00,8.935755e-01,2.151659e-01,5.325410e-01,5.746081e-01,0.605137,217.8495
0.0240968,2.515000e+01,-5.110082e+00,8.935966e-01,2.148379e-01,5.324773e-01,5.738144e-01,0.605950,218.1419
0.024129,2.515000e+01,-5.110225e+00,8.936212e-01,2.150599e-01,5.316307e-01,5.753381e-01,0.606759,218.4334
0.0241613,2.515000e+01,-5.110379e+00,8.936485e-01,2.152559e-01,5.314469e-01,5.760790e-01,0.607572,218.7258
0.0241935,2.515000e+01,-5.110541e+00,8.936766e-01,2.153347e-01,5.311278e-01,5.766542e-01,0.608381,219.0173
0.0242258,2.515000e+01,-5.110685e+00,8.937021e-01,2.150960e-01,5.313695e-01,5.757693e-01,0.609194,219.3097
0.0242581,2.515000e+01,-5.110819e+00,8.937250e-01,2.151094e-01,5.317396e-01,5.754195e-01,0.610006,219.6021
0.0242903,2.515000e+01,-5.110913e+00,8.937417e-01,2.143198e-01,5.320550e-01,5.729779e-01,0.610816,219.8936
0.0243226,2.515000e+01,-5.111022e+00,8.937610e-01,2.145344e-01,5.314480e-01,5.742191e-01,0.611628,220.1860
0.0243548,2.515000e+01,-5.111148e+00,8.937830e-01,2.147924e-01,5.311173e-01,5.752819e-01,0.612438,220.4775
0.0243871,2.515000e+01,-5.111286e+00,8.938068e-01,2.151171e-01,5.308288e-01,5.764801e-01,0.613250,220.7699
0.0244194,2.515000e+01,-5.111415e+00,8.938297e-01,2.151962e-01,5.311526e-01,5.763551e-01,0.614062,221.0623
0.0244516,2.515000e+01,-5.111512e+00,8.938464e-01,2.146500e-01,5.313721e-01,5.746656e-01,0.614872,221.3538
0.0244839,2.515000e+01,-5.111617e+00,8.938648e-01,2.148437e-01,5.310346e-01,5.755617e-01,0.615684,221.6462
0.0245161,2.515000e+01,-5.111717e+00,8.938824e-01,2.145894e-01,5.305992e-01,5.753633e-01,0.616494,221.9377
0.0245484,2.515000e+01,-5.111828e+00,8.939018e-01,2.146773e-01,5.300569e-01,5.762002e-01,0.617306,222.2301
0.0245806,2.515000e+01,-5.111923e+00,8.939185e-01,2.143195e-01,5.302096e-01,5.750853e-01,0.618116,222.5216
0.0246129,2.515000e+01,-5.111970e+00,8.939264e-01,2.135346e-01,5.305897e-01,5.725737e-01,0.618928,222.8140
0.0246452,2.515000e+01,-5.112005e+00,8.939326e-01,2.134995e-01,5.308672e-01,5.721843e-01,0.619740,223.1064
0.0246774,2.515000e+01,-5.112064e+00,8.939431e-01,2.138963e-01,5.305840e-01,5.735604e-01,0.620550,223.3979
0.0247097,2.515000e+01,-5.112146e+00,8.939572e-01,2.141814e-01,5.299669e-01,5.750033e-01,0.621362,223.6903
0.0247419,2.515000e+01,-5.112237e+00,8.939730e-01,2.143219e-01,5.297026e-01,5.756773e-01,0.622172,223.9818
0.0247742,2.515000e+01,-5.112322e+00,8.939880e-01,2.142101e-01,5.296504e-01,5.754434e-01,0.622984,224.2742
0.0248065,2.515000e+01,-5.112389e+00,8.939994e-01,2.138701e-01,5.297763e-01,5.744008e-01,0.623796,224.5666
0.0248387,2.515000e+01,-5.112462e+00,8.940126e-01,2.138567e-01,5.294735e-01,5.747019e-01,0.624606,224.8581
0.024871,2.515000e+01,-5.112516e+00,8.940223e-01,2.136004e-01,5.298300e-01,5.736329e-01,0.625418,225.1505
0.0249032,2.515000e+01,-5.112589e+00,8.940346e-01,2.137388e-01,5.290687e-01,5.748387e-01,0.626228,225.4420
0.0249355,2.515000e+01,-5.112665e+00,8.940478e-01,2.139093e-01,5.291755e-01,5.751897e-01,0.627040,225.7344
0.0249677,2.515000e+01,-5.112711e+00,8.940566e-01,2.130533e-01,5.287996e-01,5.733000e-01,0.627850,226.0259
0.025,2.515000e+01,-5.112750e+00,8.940628e-01,2.129109e-01,5.288012e-01,5.729200e-01,0.628662,226.3183
0.0250323,2.515000e+01,-5.112800e+00,8.940715e-01,2.131411e-01,5.286617e-01,5.736961e-01,0.629474,226.6107
0.0250645,2.515000e+01,-5.112866e+00,8.940830e-01,2.136665e-01,5.287954e-01,5.749721e-01,0.630284,226.9022
0.0250968,2.515000e+01,-5.112930e+00,8.940944e-01,2.136562e-01,5.287764e-01,5.749726e-01,0.631096,227.1946
0.025129,2.515000e+01,-5.112970e+00,8.941015e-01,2.130016e-01,5.283647e-01,5.736617e-01,0.631906,227.4861
0.0251613,2.515000e+01,-5.113009e+00,8.941085e-01,2.128865e-01,5.279014e-01,5.738593e-01,0.632718,227.7785
0.0251935,2.515000e+01,-5.113026e+00,8.941111e-01,2.123944e-01,5.274970e-01,5.729739e-01,0.633528,228.0700
0.0252258,2.515000e+01,-5.113044e+00,8.941146e-01,2.127253e-01,5.273849e-01,5.739906e-01,0.634340,228.3624
0.0252581,2.515000e+01,-5.113044e+00,8.941146e-01,2.126950e-01,5.279409e-01,5.733044e-01,0.635152,228.6548
0.0252903,2.515000e+01,-5.113043e+00,8.941146e-01,2.127644e-01,5.277255e-01,5.737251e-01,0.635962,228.9463
0.0253226,2.515000e+01,-5.113037e+00,8.941129e-01,2.125756e-01,5.271448e-01,5.738470e-01,0.636774,229.2387
0.0253548,2.515000e+01,-5.113013e+00,8.941094e-01,2.119076e-01,5.266693e-01,5.725575e-01,0.637584,229.5302
0.0253871,2.515000e+01,-5.112997e+00,8.941059e-01,2.121898e-01,5.265614e-01,5.734358e-01,0.638396,229.8226
0.0254194,2.515000e+01,-5.112984e+00,8.941041e-01,2.124551e-01,5.267499e-01,5.739455e-01,0.639208,230.1150
0.0254516,2.515000e+01,-5.112971e+00,8.941015e-01,2.124852e-01,5.267925e-01,5.739792e-01,0.640018,230.4065
0.0254839,2.515000e+01,-5.112920e+00,8.940927e-01,2.114962e-01,5.265267e-01,5.715902e-01,0.640830,230.6989
0.0255161,2.515000e+01,-5.112872e+00,8.940847e-01,2.112271e-01,5.258210e-01,5.716239e-01,0.641640,230.9904
0.0255484,2.515000e+01,-5.112822e+00,8.940759e-01,2.110735e-01,5.251904e-01,5.718885e-01,0.642452,231.2828
0.0255806,2.515000e+01,-5.112782e+00,8.940689e-01,2.114624e-01,5.252875e-01,5.728318e-01,0.643262,231.5743
0.0256129,2.515000e+01,-5.112734e+00,8.940601e-01,2.114779e-01,5.257225e-01,5.723943e-01,0.644074,231.8667
0.0256452,2.515000e+01,-5.112704e+00,8.940548e-01,2.120392e-01,5.257056e-01,5.739285e-01,0.644887,232.1592
0.0256774,2.515000e+01,-5.112669e+00,8.940487e-01,2.117287e-01,5.253476e-01,5.734747e-01,0.645696,232.4507
0.0257097,2.515000e+01,-5.112618e+00,8.940399e-01,2.109763e-01,5.244358e-01,5.724247e-01,0.646508,232.7431
0.0257419,2.515000e+01,-5.112566e+00,8.940311e-01,2.109804e-01,5.244672e-01,5.723959e-01,0.647318,233.0346
0.0257742,2.515000e+01,-5.112517e+00,8.940223e-01,2.110403e-01,5.244129e-01,5.726121e-01,0.648130,233.3270
0.0258065,2.515000e+01,-5.112476e+00,8.940153e-01,2.111646e-01,5.241892e-01,5.731892e-01,0.648943,233.6194
0.0258387,2.515000e+01,-5.112413e+00,8.940038e-01,2.105948e-01,5.241894e-01,5.716354e-01,0.649752,233.9109
0.025871,2.515000e+01,-5.112345e+00,8.939924e-01,2.102501e-01,5.235130e-01,5.714293e-01,0.650565,234.2033
0.0259032,2.515000e+01,-5.112285e+00,8.939818e-01,2.102643e-01,5.234116e-01,5.715721e-01,0.651374,234.4948
0.0259355,2.515000e+01,-5.112229e+00,8.939722e-01,2.102175e-01,5.232947e-01,5.715662e-01,0.652187,234.7872
0.0259677,2.515000e+01,-5.112183e+00,8.939642e-01,2.102244e-01,5.229584e-01,5.719474e-01,0.652996,235.0787
0.026,2.515000e+01,-5.112148e+00,8.939581e-01,2.103165e-01,5.229224e-01,5.722334e-01,0.653809,235.3711
0.0260323,2.515000e+01,-5.112116e+00,8.939519e-01,2.102010e-01,5.226574e-01,5.722054e-01,0.654621,235.6635
0.0260645,2.515000e+01,-5.112066e+00,8.939431e-01,2.096598e-01,5.224808e-01,5.709197e-01,0.655430,235.9550
0.0260968,2.515000e+01,-5.112010e+00,8.939335e-01,2.093016e-01,5.222721e-01,5.701657e-01,0.656243,236.2474
0.026129,2.515000e+01,-5.111970e+00,8.939264e-01,2.094448e-01,5.220816e-01,5.707597e-01,0.657052,236.5389
0.0261613,2.515000e+01,-5.111942e+00,8.939220e-01,2.096146e-01,5.219781e-01,5.713324e-01,0.657865,236.8313
0.0261935,2.515000e+01,-5.111918e+00,8.939176e-01,2.092947e-01,5.212773e-01,5.712246e-01,0.658674,237.1228
0.0262258,2.515000e+01,-5.111898e+00,8.939141e-01,2.092164e-01,5.209570e-01,5.713599e-01,0.659487,237.4152
0.0262581,2.515000e+01,-5.111881e+00,8.939115e-01,2.094065e-01,5.213052e-01,5.714951e-01,0.660299,237.7076
0.0262903,2.515000e+01,-5.111866e+00,8.939088e-01,2.094915e-01,5.215565e-01,5.714501e-01,0.661109,237.9991
0.0263226,2.515000e+01,-5.111859e+00,8.939071e-01,2.094387e-01,5.212508e-01,5.716401e-01,0.661921,238.2915
0.0263548,2.515000e+01,-5.111855e+00,8.939062e-01,2.091905e-01,5.206925e-01,5.715746e-01,0.662730,238.5830
0.0263871,2.515000e+01,-5.111857e+00,8.939071e-01,2.091425e-01,5.203418e-01,5.718288e-01,0.663543,238.8754
0.0264194,2.515000e+01,-5.111853e+00,8.939062e-01,2.087389e-01,5.201750e-01,5.709077e-01,0.664355,239.1678
0.0264516,2.515000e+01,-5.111844e+00,8.939044e-01,2.081341e-01,5.196387e-01,5.698400e-01,0.665165,239.4593
0.0264839,2.515000e+01,-5.111853e+00,8.939062e-01,2.083457e-01,5.194405e-01,5.706381e-01,0.665977,239.7517
0.0265161,2.515000e+01,-5.111867e+00,8.939088e-01,2.084019e-01,5.195727e-01,5.706482e-01,0.666787,240.0432
0.0265484,2.515000e+01,-5.111886e+00,8.939123e-01,2.085227e-01,5.197021e-01,5.708390e-01,0.667599,240.3356
0.0265806,2.515000e+01,-5.111906e+00,8.939159e-01,2.084724e-01,5.196707e-01,5.707382e-01,0.668409,240.6271
0.0266129,2.515000e+01,-5.111929e+00,8.939194e-01,2.084269e-01,5.195104e-01,5.707922e-01,0.669221,240.9195
0.0266452,2.515000e+01,-5.111962e+00,8.939255e-01,2.083662e-01,5.189744e-01,5.712191e-01,0.670033,241.2119
0.0266774,2.515000e+01,-5.111981e+00,8.939282e-01,2.076963e-01,5.184885e-01,5.699183e-01,0.670843,241.5034
0.0267097,2.515000e+01,-5.112002e+00,8.939326e-01,2.076763e-01,5.184839e-01,5.698706e-01,0.671655,241.7958
0.0267419,2.515000e+01,-5.112022e+00,8.939352e-01,2.076523e-01,5.186047e-01,5.696742e-01,0.672465,242.0873
0.0267742,2.515000e+01,-5.112044e+00,8.939396e-01,2.079146e-01,5.190224e-01,5.699372e-01,0.673277,242.3797
0.0268065,2.515000e+01,-5.112081e+00,8.939458e-01,2.080069e-01,5.187624e-01,5.704803e-01,0.674089,242.6721
0.0268387,2.515000e+01,-5.112131e+00,8.939546e-01,2.082188e-01,5.187433e-01,5.710879e-01,0.674899,242.9636
0.026871,2.515000e+01,-5.112186e+00,8.939642e-01,2.079338e-01,5.179463e-01,5.711900e-01,0.675711,243.2560
0.0269032,2.515000e+01,-5.112236e+00,8.939730e-01,2.077793e-01,5.179829e-01,5.707311e-01,0.676521,243.5475
0.0269355,2.515000e+01,-5.112291e+00,8.939827e-01,2.077470e-01,5.180310e-01,5.705955e-01,0.677333,243.8399
0.0269677,2.515000e+01,-5.112362e+00,8.939950e-01,2.080984e-01,5.182418e-01,5.713360e-01,0.678143,244.1314
0.027,2.515000e+01,-5.112437e+00,8.940082e-01,2.080211e-01,5.181349e-01,5.712499e-01,0.678955,244.4238
0.0270323,2.515000e+01,-5.112517e+00,8.940223e-01,2.075927e-01,5.171892e-01,5.711250e-01,0.679767,244.7162
0.0270645,2.515000e+01,-5.112608e+00,8.940381e-01,2.073162e-01,5.164320e-01,5.712107e-01,0.680577,245.0077
0.0270968,2.515000e+01,-5.112687e+00,8.940522e-01,2.070997e-01,5.168637e-01,5.701463e-01,0.681389,245.3001
0.027129,2.515000e+01,-5.112767e+00,8.940663e-01,2.073670e-01,5.174606e-01,5.702326e-01,0.682199,245.5916
0.0271613,2.515000e+01,-5.112852e+00,8.940812e-01,2.074668e-01,5.178695e-01,5.700661e-01,0.683011,245.8840
0.0271935,2.515000e+01,-5.112958e+00,8.940997e-01,2.076951e-01,5.174474e-01,5.711707e-01,0.683821,246.1755
0.0272258,2.515000e+01,-5.113074e+00,8.941199e-01,2.079150e-01,5.173574e-01,5.718879e-01,0.684633,246.4679
0.0272581,2.515000e+01,-5.113187e+00,8.941393e-01,2.074269e-01,5.167824e-01,5.711931e-01,0.685445,246.7603
